expid,count,exp,start_second,alpha,use_data_perc,accuracy,time
929,8,1.425,45,0.050,0.500,0.7982843137254902,15130
930,8,1.45,45,0.050,0.500,0.8224539877300614,27511
931,8,1.5,45,0.050,0.500,0.803746433444982,21558
932,8,1.7,45,0.050,0.500,0.7527702536321104,17096
933,8,1.85,45,0.050,0.500,0.7705824526910788,15288
934,8,2.0,45,0.050,0.500,0.7012841291609525,15175
935,16,1.02,45,0.050,0.500,0.7744231713303878,36305
936,16,1.05,45,0.050,0.500,0.7910521140609637,31216
937,16,1.1,45,0.050,0.500,0.7772447724477245,33933
938,16,1.2,45,0.050,0.500,0.75,25895
939,16,1.3,45,0.050,0.500,0.7876686888696298,29128
940,16,1.35,45,0.050,0.500,0.7429172337003588,26191
941,16,1.375,45,0.050,0.500,0.7255261869799314,27091
942,16,1.4,45,0.050,0.500,0.7827637078927957,24661
943,28,1.02,45,0.050,0.500,0.7340438871473354,55981
944,28,1.05,45,0.050,0.500,0.7845072159861848,56097
945,28,1.1,45,0.050,0.500,0.7529802138380238,47992
946,28,1.2,45,0.050,0.500,0.7230788056779246,36487
947,48,1.02,45,0.050,0.500,0.7845290385553929,88936
948,48,1.05,45,0.050,0.500,0.7565303104977822,71693
949,48,1.1,45,0.050,0.500,0.7366744271535351,55380
950,8,1.02,70,0.050,0.500,0.7724307692307693,14092
951,8,1.05,70,0.050,0.500,0.807621614998162,13367
952,8,1.1,70,0.050,0.500,0.7981068626229917,20160
953,8,1.2,70,0.050,0.500,0.8048870333988212,23557
954,8,1.3,70,0.050,0.500,0.7758873929008568,19938
955,8,1.35,70,0.050,0.500,0.7993138936535163,30290
956,8,1.375,70,0.050,0.500,0.8188325311612983,17262
957,8,1.4,70,0.050,0.500,0.8193794631864073,25801
958,8,1.425,70,0.050,0.500,0.7685600398604883,25720
959,8,1.45,70,0.050,0.500,0.7769353063470711,15128
960,8,1.5,70,0.050,0.500,0.7489314934668457,19625
961,8,1.7,70,0.050,0.500,0.7217401930832213,21636
962,8,1.85,70,0.050,0.500,0.7671689723320159,15463
963,16,1.02,70,0.050,0.500,0.7853325046612804,33904
964,16,1.05,70,0.050,0.500,0.7787741063751382,39742
965,16,1.1,70,0.050,0.500,0.800875,39037
966,16,1.2,70,0.050,0.500,0.7560915275200989,32332
967,16,1.3,70,0.050,0.500,0.704322557210316,26848
968,16,1.35,70,0.050,0.500,0.7003565719906554,25536
969,16,1.375,70,0.050,0.500,0.7169740777666999,25020
970,28,1.02,70,0.050,0.500,0.7776669990029911,52812
971,28,1.05,70,0.050,0.500,0.7788625823773493,48636
972,28,1.1,70,0.050,0.500,0.7409653465346535,40580
973,28,1.2,70,0.050,0.500,0.6814796425024826,31402
974,48,1.02,70,0.050,0.500,0.7721951219512195,77992
975,48,1.05,70,0.050,0.500,0.7007450836692317,72006
976,48,1.1,70,0.050,0.500,0.6867766559960601,55632
977,8,1.02,10,0.080,0.330,0.7160677713647365,10120
978,8,1.05,10,0.080,0.330,0.7270215509301897,8503
979,8,1.1,10,0.080,0.330,0.7250421427233564,9442
980,8,1.2,10,0.080,0.330,0.7604655528440023,8711
981,8,1.3,10,0.080,0.330,0.789051094890511,9148
982,8,1.35,10,0.080,0.330,0.7692879717419595,9603
983,8,1.375,10,0.080,0.330,0.7504621072088724,9783
984,8,1.4,10,0.080,0.330,0.789795918367347,10082
985,8,1.425,10,0.080,0.330,0.7855685401595252,9681
986,8,1.45,10,0.080,0.330,0.8012125665993018,9522
987,8,1.5,10,0.080,0.330,0.790146323393221,10294
988,8,1.7,10,0.080,0.330,0.7281393217231897,11458
989,8,1.85,10,0.080,0.330,0.8087349397590361,11888
990,8,2.0,10,0.080,0.330,0.8239098300073909,10398
991,8,2.2,10,0.080,0.330,0.7402889848001502,11219
992,8,2.4,10,0.080,0.330,0.727773556231003,10863
993,16,1.02,10,0.080,0.330,0.7203296703296703,17783
994,16,1.05,10,0.080,0.330,0.7335813953488373,21405
995,16,1.1,10,0.080,0.330,0.7661395348837209,19701
996,16,1.2,10,0.080,0.330,0.8084291187739464,22492
997,16,1.3,10,0.080,0.330,0.8013145539906104,22457
998,16,1.35,10,0.080,0.330,0.7829939668174962,19328
999,16,1.375,10,0.080,0.330,0.7661214514006393,24098
1000,16,1.4,10,0.080,0.330,0.7717391304347826,23746
1001,16,1.425,10,0.080,0.330,0.774277726001864,24205
1002,16,1.45,10,0.080,0.330,0.812861136999068,25480
1003,16,1.5,10,0.080,0.330,0.7780683728750234,23701
1004,28,1.02,10,0.080,0.330,0.7253104106972302,33888
1005,28,1.05,10,0.080,0.330,0.7468666919863274,31244
1006,28,1.1,10,0.080,0.330,0.7876222723852521,29270
1007,28,1.2,10,0.080,0.330,0.8083379450285925,28700
1008,48,1.02,10,0.080,0.330,0.7061103932065719,49593
1009,48,1.05,10,0.080,0.330,0.76937441643324,42566
1010,48,1.1,10,0.080,0.330,0.7911296436694466,49252
1011,8,1.02,20,0.080,0.330,0.7447611855767415,10565
1012,8,1.05,20,0.080,0.330,0.7313795034534254,9556
1013,8,1.1,20,0.080,0.330,0.7622377622377622,9312
1014,8,1.2,20,0.080,0.330,0.782648569332355,9584
1015,8,1.3,20,0.080,0.330,0.794632660829844,9919
1016,8,1.35,20,0.080,0.330,0.7912332838038633,10887
1017,8,1.375,20,0.080,0.330,0.8065727699530516,10303
1018,8,1.4,20,0.080,0.330,0.8067991826119264,11620
1019,8,1.425,20,0.080,0.330,0.8260063068076424,11932
1020,8,1.45,20,0.080,0.330,0.708848893888264,12158
1021,8,1.5,20,0.080,0.330,0.8080282475376324,12484
1022,8,1.7,20,0.080,0.330,0.8193986065273194,11782
1023,8,1.85,20,0.080,0.330,0.7832521543649307,11818
1024,8,2.0,20,0.080,0.330,0.7497202536367027,11466
1025,8,2.2,20,0.080,0.330,0.7417293233082707,13903
1026,16,1.02,20,0.080,0.330,0.6600556070435588,21310
1027,16,1.05,20,0.080,0.330,0.7519437245464643,19461
1028,16,1.1,20,0.080,0.330,0.7837888431299139,22335
1029,16,1.2,20,0.080,0.330,0.7917986952469711,21444
1030,16,1.3,20,0.080,0.330,0.8272162619988707,23622
1031,16,1.35,20,0.080,0.330,0.7951692658805629,24057
1032,16,1.375,20,0.080,0.330,0.8208348725526413,23173
1033,16,1.4,20,0.080,0.330,0.7632913770430209,21760
1034,16,1.425,20,0.080,0.330,0.7487008166295471,22156
1035,16,1.45,20,0.080,0.330,0.7266917293233083,23428
1036,28,1.02,20,0.080,0.330,0.7449651797477884,27194
1037,28,1.05,20,0.080,0.330,0.7764220011263375,26850
1038,28,1.1,20,0.080,0.330,0.8172830465031125,34199
1039,28,1.2,20,0.080,0.330,0.7703412073490814,27438
1040,48,1.02,20,0.080,0.330,0.7606373008434865,47888
1041,48,1.05,20,0.080,0.330,0.6919799962956102,51884
1042,48,1.1,20,0.080,0.330,0.8402167819099233,41950
1043,8,1.02,45,0.080,0.330,0.7628960943257185,10619
1044,8,1.05,45,0.080,0.330,0.7753429878048781,10312
1045,8,1.1,45,0.080,0.330,0.7819433817903596,11526
1046,8,1.2,45,0.080,0.330,0.7992565055762082,11378
1047,8,1.3,45,0.080,0.330,0.8005597014925373,12472
1048,8,1.35,45,0.080,0.330,0.8071481757259866,9835
1049,8,1.375,45,0.080,0.330,0.7946969696969697,10965
1050,8,1.4,45,0.080,0.330,0.7865356083086054,10013
1051,8,1.425,45,0.080,0.330,0.8004737609329446,12219
1052,8,1.45,45,0.080,0.330,0.8128765060240963,12584
1053,8,1.5,45,0.080,0.330,0.7930713354442168,12725
1054,8,1.7,45,0.080,0.330,0.7889221556886228,11755
1055,8,1.85,45,0.080,0.330,0.7939765969691157,11868
1056,8,2.0,45,0.080,0.330,0.7368617916588741,14393
1057,16,1.02,45,0.080,0.330,0.7729387679136422,19538
1058,16,1.05,45,0.080,0.330,0.7798625301876277,19719
1059,16,1.1,45,0.080,0.330,0.7926873857404022,24558
1060,16,1.2,45,0.080,0.330,0.7939745508982036,26632
1061,16,1.3,45,0.080,0.330,0.7902837010940108,20497
1062,16,1.35,45,0.080,0.330,0.7481676376620936,19249
1063,16,1.375,45,0.080,0.330,0.7476899867999246,22248
1064,16,1.4,45,0.080,0.330,0.7563163676309045,22655
1065,28,1.02,45,0.080,0.330,0.7739420935412027,28569
1066,28,1.05,45,0.080,0.330,0.7839494705554524,36077
1067,28,1.1,45,0.080,0.330,0.7706631198935968,31188
1068,28,1.2,45,0.080,0.330,0.7242165242165243,24152
1069,48,1.02,45,0.080,0.330,0.6697771852980384,53797
1070,48,1.05,45,0.080,0.330,0.7676294073518379,51454
1071,48,1.1,45,0.080,0.330,0.7512982195845698,41590
1072,8,1.02,70,0.080,0.330,0.7766749379652605,10467
1073,8,1.05,70,0.080,0.330,0.763068822865739,9729
1074,8,1.1,70,0.080,0.330,0.7825592417061611,11049
1075,8,1.2,70,0.080,0.330,0.8059810357403355,9951
1076,8,1.3,70,0.080,0.330,0.7929186602870814,12856
1077,8,1.35,70,0.080,0.330,0.7888326775341953,11079
1078,8,1.375,70,0.080,0.330,0.8005274062912037,12382
1079,8,1.4,70,0.080,0.330,0.7958840037418148,12035
1080,8,1.425,70,0.080,0.330,0.8019241652518393,14075
1081,8,1.45,70,0.080,0.330,0.8082763857251328,13517
1082,8,1.5,70,0.080,0.330,0.8153178645538578,12560
1083,8,1.7,70,0.080,0.330,0.74487895716946,13893
1084,8,1.85,70,0.080,0.330,0.737058493739488,11363
1085,16,1.02,70,0.080,0.330,0.7786777170841966,21924
1086,16,1.05,70,0.080,0.330,0.7802013422818792,31012
1087,16,1.1,70,0.080,0.330,0.7858620041361158,27015
1088,16,1.2,70,0.080,0.330,0.7782664467656222,22625
1089,16,1.3,70,0.080,0.330,0.6735866543095459,19349
1090,16,1.35,70,0.080,0.330,0.7042517325341824,18522
1091,16,1.375,70,0.080,0.330,0.7311320754716981,18289
1092,28,1.02,70,0.080,0.330,0.7807545106615636,41994
1093,28,1.05,70,0.080,0.330,0.7837837837837838,33014
1094,28,1.1,70,0.080,0.330,0.7458615500376222,26640
1095,28,1.2,70,0.080,0.330,0.6676056338028169,24613
1096,48,1.02,70,0.080,0.330,0.7777364802081398,55758
1097,48,1.05,70,0.080,0.330,0.708364312267658,47920
1098,48,1.1,70,0.080,0.330,0.7021710892558917,36124
1099,8,1.02,10,0.080,0.500,0.725668055896053,13388
1100,8,1.05,10,0.080,0.500,0.6546886537041595,13408
1101,8,1.1,10,0.080,0.500,0.7261013621303227,12835
1102,8,1.2,10,0.080,0.500,0.7586291011098915,13820
1103,8,1.3,10,0.080,0.500,0.7846688166708012,12817
1104,8,1.35,10,0.080,0.500,0.6959950708564387,13012
1105,8,1.375,10,0.080,0.500,0.7889634601043997,13375
1106,8,1.4,10,0.080,0.500,0.7925182707791404,16594
1107,8,1.425,10,0.080,0.500,0.797962226640159,14177
1108,8,1.45,10,0.080,0.500,0.7955719557195572,14705
1109,8,1.5,10,0.080,0.500,0.7997072456696755,14343
1110,8,1.7,10,0.080,0.500,0.8071553228621291,17453
1111,8,1.85,10,0.080,0.500,0.8162430254184749,16645
1112,8,2.0,10,0.080,0.500,0.7926919291338582,20036
1113,8,2.2,10,0.080,0.500,0.7880207049543998,18812
1114,8,2.4,10,0.080,0.500,0.7459439528023599,15038
1115,16,1.02,10,0.080,0.500,0.687033182319089,29679
1116,16,1.05,10,0.080,0.500,0.6702036833760214,39067
1117,16,1.1,10,0.080,0.500,0.7672862453531598,25736
1118,16,1.2,10,0.080,0.500,0.7951123179461861,48880
1119,16,1.3,10,0.080,0.500,0.7848320158102767,41119
1120,16,1.35,10,0.080,0.500,0.810914490780844,31789
1121,16,1.375,10,0.080,0.500,0.7631349057781106,34967
1122,16,1.4,10,0.080,0.500,0.7798232695139912,28422
1123,16,1.425,10,0.080,0.500,0.7322532772693544,31583
1124,16,1.45,10,0.080,0.500,0.7946606786427146,32314
1125,16,1.5,10,0.080,0.500,0.7697095435684648,29697
1126,28,1.02,10,0.080,0.500,0.6604748431541395,43843
1127,28,1.05,10,0.080,0.500,0.755219847703267,44831
1128,28,1.1,10,0.080,0.500,0.785406138296561,49739
1129,28,1.2,10,0.080,0.500,0.8246713355449072,43493
1130,48,1.02,10,0.080,0.500,0.7363013698630136,69993
1131,48,1.05,10,0.080,0.500,0.7851514405318887,70455
1132,48,1.1,10,0.080,0.500,0.7909035033804548,65373
1133,8,1.02,20,0.080,0.500,0.6749391727493917,14949
1134,8,1.05,20,0.080,0.500,0.7529455537641077,14239
1135,8,1.1,20,0.080,0.500,0.7577854671280276,14031
1136,8,1.2,20,0.080,0.500,0.7588089330024814,13688
1137,8,1.3,20,0.080,0.500,0.8026640355204736,15241
1138,8,1.35,20,0.080,0.500,0.7996275605214153,20894
1139,8,1.375,20,0.080,0.500,0.8055248618784531,15974
1140,8,1.4,20,0.080,0.500,0.8115587118893106,15073
1141,8,1.425,20,0.080,0.500,0.7948813982521847,16066
1142,8,1.45,20,0.080,0.500,0.7842092216162617,17873
1143,8,1.5,20,0.080,0.500,0.8105404416249847,17934
1144,8,1.7,20,0.080,0.500,0.8395577395577396,15425
1145,8,1.85,20,0.080,0.500,0.7630904430611498,15479
1146,8,2.0,20,0.080,0.500,0.7785776343552191,15932
1147,8,2.2,20,0.080,0.500,0.734788029925187,16581
1148,16,1.02,20,0.080,0.500,0.7432183625874555,33365
1149,16,1.05,20,0.080,0.500,0.7621794085163823,26196
1150,16,1.1,20,0.080,0.500,0.7735100978813034,33796
1151,16,1.2,20,0.080,0.500,0.8186915887850468,35096
1152,16,1.3,20,0.080,0.500,0.8329452138742492,34679
1153,16,1.35,20,0.080,0.500,0.7706593543562259,26082
1154,16,1.375,20,0.080,0.500,0.7902907836372597,27512
1155,16,1.4,20,0.080,0.500,0.7775470315172245,30165
1156,16,1.425,20,0.080,0.500,0.7646191646191646,31806
1157,16,1.45,20,0.080,0.500,0.7463571252161028,30621
1158,28,1.02,20,0.080,0.500,0.7471080482402166,44754
1159,28,1.05,20,0.080,0.500,0.7814262438902118,46960
1160,28,1.1,20,0.080,0.500,0.8014227891573654,52657
1161,28,1.2,20,0.080,0.500,0.7739861523244312,42526
1162,48,1.02,20,0.080,0.500,0.7856160100062539,78953
1163,48,1.05,20,0.080,0.500,0.82115931281671,84983
1164,48,1.1,20,0.080,0.500,0.8200391485196966,60346
1165,8,1.02,45,0.080,0.500,0.7717136873229026,14901
1166,8,1.05,45,0.080,0.500,0.7806355879807098,15256
1167,8,1.1,45,0.080,0.500,0.789108051110284,13836
1168,8,1.2,45,0.080,0.500,0.7921544209215442,15982
1169,8,1.3,45,0.080,0.500,0.8115853658536586,14276
1170,8,1.35,45,0.080,0.500,0.7911353225207379,15779
1171,8,1.375,45,0.080,0.500,0.7889919604205319,18968
1172,8,1.4,45,0.080,0.500,0.7986352357320099,18740
1173,8,1.425,45,0.080,0.500,0.812183993094093,20702
1174,8,1.45,45,0.080,0.500,0.8184733012701936,17687
1175,8,1.5,45,0.080,0.500,0.7985620428907897,15094
1176,8,1.7,45,0.080,0.500,0.7789253657936801,16844
1177,8,1.85,45,0.080,0.500,0.7763157894736842,23640
1178,8,2.0,45,0.080,0.500,0.6908177025867354,17057
1179,16,1.02,45,0.080,0.500,0.7804074661461511,33799
1180,16,1.05,45,0.080,0.500,0.7694956949569496,35906
1181,16,1.1,45,0.080,0.500,0.7958783120706575,31057
1182,16,1.2,45,0.080,0.500,0.7877675840978593,33613
1183,16,1.3,45,0.080,0.500,0.7721159777914868,28480
1184,16,1.35,45,0.080,0.500,0.7549587285943082,30646
1185,16,1.375,45,0.080,0.500,0.7189048562933598,25014
1186,16,1.4,45,0.080,0.500,0.7527040314650935,29118
1187,28,1.02,45,0.080,0.500,0.7741144748130898,45251
1188,28,1.05,45,0.080,0.500,0.7112095484188508,51194
1189,28,1.1,45,0.080,0.500,0.7691647246412363,44503
1190,28,1.2,45,0.080,0.500,0.7143209267931969,34378
1191,48,1.02,45,0.080,0.500,0.7809855649576904,78223
1192,48,1.05,45,0.080,0.500,0.7719145766078968,72047
1193,48,1.1,45,0.080,0.500,0.7465829331363133,54577
1194,8,1.02,70,0.080,0.500,0.7501226692836114,11691
1195,8,1.05,70,0.080,0.500,0.7876728949284154,12464
1196,8,1.1,70,0.080,0.500,0.7679408138101109,18655
1197,8,1.2,70,0.080,0.500,0.7965144820814923,14120
1198,8,1.3,70,0.080,0.500,0.781898563183102,18707
1199,8,1.35,70,0.080,0.500,0.7889379445670837,14464
1200,8,1.375,70,0.080,0.500,0.7987157322795752,22521
1201,8,1.4,70,0.080,0.500,0.8142787046123651,15534
1202,8,1.425,70,0.080,0.500,0.8008313974813547,16200
1203,8,1.45,70,0.080,0.500,0.7748222603579309,15313
1204,8,1.5,70,0.080,0.500,0.8217932752179328,16317
1205,8,1.7,70,0.080,0.500,0.7459948636419225,25668
1206,8,1.85,70,0.080,0.500,0.7413793103448276,16569
1207,16,1.02,70,0.080,0.500,0.7785634536657983,31493
1208,16,1.05,70,0.080,0.500,0.7775717111770524,38480
1209,16,1.1,70,0.080,0.500,0.7738436603914723,35599
1210,16,1.2,70,0.080,0.500,0.7808539436446413,36298
1211,16,1.3,70,0.080,0.500,0.7051376597836775,28827
1212,16,1.35,70,0.080,0.500,0.7257686134090628,29825
1213,16,1.375,70,0.080,0.500,0.7165538461538462,23912
1214,28,1.02,70,0.080,0.500,0.7704294478527607,45865
1215,28,1.05,70,0.080,0.500,0.7621534253388039,48800
1216,28,1.1,70,0.080,0.500,0.7520935960591133,45622
1217,28,1.2,70,0.080,0.500,0.6918012422360248,33856
1218,48,1.02,70,0.080,0.500,0.770998023715415,79563
1219,48,1.05,70,0.080,0.500,0.7187890918188642,63128
1220,48,1.1,70,0.080,0.500,0.6896636085626912,54619
