expid,window_fn,count,exp_add,start_second,alpha,const_norm,use_data_perc,accuracy, time
1082,2,28,100,2,0.4,1,0.33,0.607768469154608,24675
875,2,8,10,45,0.1,0,0.33,0.607699530516432,10616
1409,1,8,1.2,20,0.4,0,0.5,0.607380073800738,17195
567,2,28,150,45,0.1,1,0.2,0.60679012345679,16736
1339,1,16,1.1,20,0.4,0,0.33,0.606621046791196,25890
949,1,8,1.1,45,0.1,0,0.5,0.606407601413083,13559
1423,1,16,1.35,20,0.4,0,0.5,0.606087064986903,41065
1442,2,8,10,45,0.4,0,0.5,0.606071871127633,16344
1001,2,28,100,2,0.4,1,0.2,0.605893186003683,17555
934,1,16,1.1,20,0.1,0,0.5,0.604757209760907,32098
1288,2,16,10,45,0.4,0,0.2,0.604693140794224,14417
1413,1,8,1.45,20,0.4,0,0.5,0.604530263646491,16811
515,2,28,100,2,0.1,1,0.2,0.60445937690898,17390
1254,2,8,10,20,0.4,0,0.2,0.604432301153613,6904
1249,1,8,1.35,20,0.4,0,0.2,0.604419545596016,7802
1263,2,16,10,20,0.4,0,0.2,0.604366028708134,15423
868,1,8,1.1,45,0.1,0,0.33,0.604327099376604,10382
1397,2,16,10,2,0.4,0,0.5,0.604279390063945,44343
1281,2,8,60,45,0.4,0,0.2,0.60423148724331,8080
1437,1,8,1.3,45,0.4,0,0.5,0.60407156076496,22431
1109,2,28,100,20,0.4,1,0.33,0.603991792576012,25086
1278,1,8,1.45,45,0.4,0,0.2,0.603796693202694,7260
1369,2,16,10,45,0.4,0,0.33,0.602595448561219,29165
1350,2,28,10,20,0.4,0,0.33,0.601853603177606,34032
1458,2,28,150,45,0.4,0,0.5,0.601816619614582,35382
1258,1,16,1.1,20,0.4,0,0.2,0.601374570446735,14074
1330,1,8,1.35,20,0.4,0,0.33,0.600884466556108,11967
1348,1,28,1.1,20,0.4,0,0.33,0.600372093023256,38682
1360,1,8,1.7,45,0.4,0,0.33,0.600336008960239,16404
1412,1,8,1.4,20,0.4,0,0.5,0.600122249388753,34906
1331,1,8,1.4,20,0.4,0,0.33,0.599848999622499,11925
1252,1,8,1.7,20,0.4,0,0.2,0.598746081504702,9230
1248,1,8,1.3,20,0.4,0,0.2,0.598128019323671,7752
1163,2,28,100,2,0.4,1,0.5,0.597910264290104,37991
1280,2,8,10,45,0.4,0,0.2,0.597609561752988,7309
789,1,8,1.3,45,0.1,0,0.2,0.597019559143123,7374
623,2,28,100,20,0.1,1,0.33,0.596075527582377,23268
1410,1,8,1.3,20,0.4,0,0.5,0.59603789836348,17928
1329,1,8,1.3,20,0.4,0,0.33,0.595969109060087,10299
406,1,8,1.1,2,0.02,0,0.5,0.595534723078821,24701
766,1,8,1.7,20,0.1,0,0.2,0.595245446125347,7615
1416,2,8,10,20,0.4,0,0.5,0.594211899142964,20081
1411,1,8,1.35,20,0.4,0,0.5,0.593997035573123,17076
1328,1,8,1.2,20,0.4,0,0.33,0.592647604901597,9926
1387,2,8,10,2,0.4,0,0.5,0.592285820249722,15303
1053,2,28,150,45,0.4,1,0.2,0.591484109842641,16989
1414,1,8,1.7,20,0.4,0,0.5,0.590897817460317,16832
1267,1,28,1.1,20,0.4,0,0.2,0.590632603406326,23361
768,2,8,10,20,0.1,0,0.2,0.589782808198226,7163
795,2,8,60,45,0.1,0,0.2,0.588217244553544,8792
1420,1,16,1.1,20,0.4,0,0.5,0.58553597650514,36178
874,1,8,1.7,45,0.1,0,0.33,0.58133742096187,11480
1292,1,28,1.1,45,0.4,0,0.2,0.581286913273236,24147
1253,1,8,2,20,0.4,0,0.2,0.579768966593818,7901
596,2,28,100,2,0.1,1,0.33,0.579072750595565,24360
1415,1,8,2,20,0.4,0,0.5,0.578107606679035,18689
1296,2,28,150,45,0.4,0,0.2,0.576615384615385,18106
767,1,8,2,20,0.1,0,0.2,0.570763500931099,8108
1334,1,8,2,20,0.4,0,0.33,0.559910414333707,12242
325,1,8,1.1,2,0.02,0,0.33,0.550971322849214,10024
